"pecu                             pecu                      paolo                      paolo                   galva                 galva                gioppy                      gioppy                        roby                         roby"
"PECU                                                PAOLO                                           GALVA                                        GIOPPY                                                       ROBBA"
"pecu                  pecu                              paolo             paolo                       galva             galva                      gioppy                   gioppy                             roby                   roby"
"Portieri                                SCAD          Portieri                                  SCAD      Portieri                            SCAD      Portieri                            SCAD                    Portieri                            SCAD"
"Skorupski            Bologna      14   feb-26         Meret                   Napoli        8 set-28      Sommer            Inter        14   set-26    Perin            Juventus     7     set-27           Pi1    Falcone         Lecce        15     set-27"
"Ravaglia F.          Bologna       6   set-26         Contini                 Napoli        1 set-28      Di Gennaro        Inter         1   set-27    Pinsoglio        Juventus     1     set-27           Pi2    Okoye           Udinese      12     set-27"
"Caprile                 Cagliari     12"
"Paleari              Torino       8    feb-29         Milinkovic-Savic V.     Napoli       17 set-27      Martinez Jo.      Inter         1   set-27    Di Gregorio      Juventus     11    set-26           Pi3    De Gea          Fiorentina   11     set-27"
"Difensori                                             Difensori                                           Difensori                                     Difensori                                                   Difensori"
"Gabbia               Milan         6   feb-28                                               0             Hien              Atalanta      7   set-28    Akanji           Inter        14    set-28           Di1    Estupinan       Milan         4     set-28"
"Lucumì               Bologna       6   feb-28         Bellanova               Atalanta      6   set-28    Caracciolo A.     Pisa          8   set-28    Baschirotto      Cremonese    10    set-28           Di2    Zortea          Bologna       8     feb-28"
"Cambiaso             Juventus     10   set-26         Gosens                  Fiorentina    9   set-28    Muharemovic       Sassuolo      8   feb-29    Rrahmani         Napoli        9    feb-28           Di3    Holm            Juventus     10     set-28"
"Biraghi              Torino        1   set-27         Carlos Augusto          Inter        11   set-26    Gaspar K.         Lecce         4   set-28    De Vrij          Inter         3    feb-28           Di4    Kabasele        Udinese      11     feb-29"
"Ranieri L.           Fiorentina    6   feb-28         Palestra                Cagliari     16   set-28    Spinazzola        Napoli       20   feb-29    Bremer           Juventus     19    set-28           Di5    Angelino        Roma          7     set-27"
"Maripan              Torino        9   feb-28         Ramon                   Como         12   set-28    De Winter         Milan         9   feb-28    Djimsiti         Atalanta      7    set-27           Di6    Marcandalli     Genoa         7     feb-28"
"Mina                 Cagliari      7   feb-29         Martin                  Genoa        12   set-27    Vitik             Bologna       6   set-28    Coulibaly W.     Sassuolo      3    set-28           Di7    Bradaric        Verona        5     set-26"
"Juan Jesus           Napoli        4   set-28         Tavares N.              Lazio         6   feb-28    Pongracic         Fiorentina    5   feb-28    Beukema          Napoli       11    set-26           Di8    Pezzella Giu.   Cremonese     4     set-28"
"Gila                 Lazio         9   set-27         Miranda J.              Bologna       8   feb-28    Pavlovic          Milan        17   set-27    Zappacosta       Atalanta     12    set-27           Di9    Wesley          Roma         14     set-28"
"Buongiorno              Napoli       12                                                                                                                Di10"
"Di11"
"Centrocampisti                                        Centrocampisti                                      Centrocampisti                                Centrocampisti                                              Centrocampisti"
"Aebischer            Pisa          7   set-28         Barella                 Inter        15   feb-28    Ferguson          Bologna       4 set-28      Fofana Y.        Milan        12    set-27           Ci1    Zalewski        Atalanta     16     set-28"
"Cristante            Roma         13   set-28         Atta                    Udinese      17   set-28    Perrone           Como         17 set-28      Keita M.         Parma         8    set-28           Ci2    Ederson D.s.    Atalanta     12     feb-28"
"Freuler              Bologna       6   nov-26         Baturina                Como         22   set-28    Dele-Bashiru      Lazio         4 feb-28      Miretti          Juventus     11    feb-29           Ci3    Fagioli         Fiorentina   10     feb-29"
